doi,annotated_solvent,extracted_solvent,annotated_compound,extracted_compound,solvent_score,compound_score,combined_score
10.1039/C5CC05549K,methanol,methanol,(Z)-N-((Z)-5-benzylidene-4-(4-methoxyphenyl)-3-phenylthiazolidin-2-ylidene)benzamide,zamide,1,0,0
10.1039/C5CC05549K,methanol,methanol,"(Z)-N-((S,Z)-3,4-bis(4-chlorophenyl)-5-(4-methylbenzylidene)thiazolidin-2-ylidene) benzamide","(Z)-N-((S,Z)-3,4-bis(4-chlorophenyl)-5-(4-methylbenzylidene)thiazolidin-2-ylidene) benzamide",1,1,1
10.1039/C5CC05549K,methanol,methanol,"(Z)-N-((S,Z)-5-benzylidene-4-(4-chlorophenyl)-3-phenylthiazolidin-2-ylidene)-4- bromobenzamide","(Z)-N-((S,Z)-5-benzylidene-4-(4-chlorophenyl)-3-phenylthiazolidin-2-ylidene)-4- bromobenzamide",1,1,1
10.1039/C5CC05549K,methanol,methanol,"(Z)-N-((S,Z)-5-benzylidene-4-(4-bromophenyl)-3-phenylthiazolidin-2-ylidene)benzamide","(Z)-N-((S,Z)-5-benzylidene-4-(4-bromophenyl)-3-phenylthiazolidin-2-ylidene)benzamide",1,1,1
10.1039/C5CC05549K,methanol,methanol,"(Z)-N-((S,Z)-5-benzylidene-3-(4-chlorophenyl)-4-(4-methoxyphenyl)thiazolidin-2- ylidene)benzamide","(Z)-N-((S,Z)-5-benzylidene-3-(4-chlorophenyl)-4-(4-methoxyphenyl)thiazolidin-2- ylidene)benzamide",1,1,1
10.1039/C5CC05549K,methanol,methanol,"(Z)-N-((S,Z)-5-benzylidene-4-(4-methoxyphenyl)-3-phenylthiazolidin-2-ylidene)-4- methoxybenzamide","(Z)-N-((S,Z)-5-benzylidene-4-(4-methoxyphenyl)-3-phenylthiazolidin-2-ylidene)-4- methoxybenzamide",1,1,1
10.1039/C5CC05549K,methanol,methanol,"(Z)-N-((Z)-5-benzylidene-3,4-diphenylthiazolidin-2-ylidene)-4-methoxybenzamide",toluene,0,0,0
10.1039/C5CC05549K,methanol,methanol,"(Z)-N-((Z)-5-benzylidene-3,4-diphenylthiazolidin-2-ylidene)-4-methoxybenzamide",C29H21,1,0,0
10.1039/C5CC05549K,methanol,methanol,"(Z)-N-((S,Z)-5-benzylidene-3-(4-chlorophenyl)-4-p-tolylthiazolidin-2-ylidene)benzamide",PrOH,1,0,0
10.1039/C5CC05549K,methanol,methanol,(Z)-N-((Z)-5-benzylidene-3-(4-chlorophenyl)-4-(4-methoxyphenyl)thiazolidin-2-ylidene)benzamide,CHCl3,1,0,0
10.1039/C5CC05549K,methanol,methanol,"(Z)-N-((Z)-5-benzylidene-3,4-bis(4-chlorophenyl)thiazolidin-2-ylidene)benzamide",1H,1,0,0
10.1039/C5CC05549K,methanol,NONE,(E)-N-((Z)-3-benzyl-5-benzylidene-4-phenylthiazolidin-2-ylidene)-1-phenylmethanamine,NONE,0,0,0
10.1039/C5CC05549K,methanol,NONE,(Z)-N-((Z)-5-benzylidene-3-(4-chlorophenyl)-4-(4-methoxyphenyl)thiazolidin-2-ylidene)-4-methoxybenzamide,NONE,0,0,0
10.1039/C5CC05549K,methanol,NONE,"(Z)-N-((Z)-5-benzylidene-3,4-bis(4-chlorophenyl)thiazolidin-2-ylidene)benzamide",NONE,0,0,0
10.1039/C5CC05549K,methanol,NONE,"(Z)-4-bromo-N-((S,Z)-4-(4-chlorophenyl)-5-(4-methylbenzylidene)-3-p-tolylthiazolidin-2-ylidene)benzamide",NONE,0,0,0
10.1039/C5CC05549K,methanol,NONE,((Z)-N-((Z)-5-benzylidene-4-(4-bromophenyl)-3-(4-chlorophenyl)thiazolidin-2-ylidene)benzamide,NONE,0,0,0
10.1039/C5CC05549K,methanol,NONE,(Z)-N-((Z)-5-benzylidene-3-(4-chlorophenyl)-4-(4-methoxyphenyl)thiazolidin-2-ylidene)benzamide,NONE,0,0,0
10.1039/C5CC05549K,methanol,NONE,(Z)-N-((Z)-5-benzylidene-4-(4-methoxyphenyl)-3-phenylthiazolidin-2-ylidene)-4-bromo benzamide,NONE,0,0,0
10.1021/ja404045f,diethyl ether,diethyl ether,9-Anthryl)disilacyclopropanimine,xylylisocyanide,1,0,0
10.1021/ja404045f,diethyl ether,NONE,3-Silylene-2-silaaziridine,NONE,0,0,0
10.1021/ja404045f,diethyl ether,NONE,(1-Naphthyl)disilacyclopropanimine,NONE,0,0,0
10.1021/ol201752e,toluene,toluene,5 or 6,Cyclic Guanidines,1,0,0
10.1021/jo035430x,hexane,hexane,9,O 15,1,0,0
10.1021/jo035430x,hexane,hexane,12a,O (+)-9,1,0,0
10.1021/jo035430x,hexane,hexane,13a,(-)-13a,1,0,0
10.1021/jo035430x,hexane,hexane,the alchohol,(+)-12a,1,0,0
10.1021/jo035430x,CHCl3,CHCl3,10b,EtOAc-hexane,1,0,0
10.1021/jo035430x,hexane,hexane,13b,OMOM,1,0,0
10.1021/jo035430x,hexane,hexane,15,1H,1,0,0
10.1021/jo035430x,hexane,hexane,16,O,1,0,0
10.1021/jo035430x,hexane,NONE,9,NONE,0,0,0
10.1021/jo035430x,CHCl3,NONE,10a,NONE,0,0,0
10.1021/jo035430x,CHCl3,NONE,10b,NONE,0,0,0
10.1021/jo035430x,hexane,NONE,12a,NONE,0,0,0
10.1021/jo035430x,hexane,NONE,the alcohol,NONE,0,0,0
10.1021/jo035430x,hexane,NONE,13a,NONE,0,0,0
10.1021/jo035430x,Ch2Cl2-hexane,NONE,The diol,NONE,0,0,0
10.1039/c9sc04308j,EtOAc-Hexane,NONE,2ga,NONE,0,0,0
10.1039/c2sc21214e,acetonitrile,NONE,(NHCMe)2NiCl2,NONE,0,0,0
10.1039/c4py00265b,EtOAc,NONE,10,NONE,0,0,0
10.1039/c8sc04303e,CH2Cl2,NONE,1a,NONE,0,0,0
10.1039/c6ce01765g,MeOH,NONE,Sangiunarium chloride,NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(SePhI 2 )(Br)],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[{Acenap(SePhBr)(SePh)} + {Br 3 } - {Br 2 }],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[{Acenap(SePhBr)(SPh)} + {Br 3 } - ],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(SePhI 2 )(SePh)],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(SePhI 2 )(SPh)],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(TePhBr 2 )(Br)],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(TePhI 2 )(Br)],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(TePhBr 2 )(SPh)],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(TePhBr 2 )(Br)],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(TePhI 2 )(Br)],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(TePhBr 2 )(SPh)],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(TePhBr 2 )(SePh)],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(TePhI 2 )(SPh)],NONE,0,0,0
10.1039/c2dt12031c,DCM,NONE,[Acenap(TePhI 2 )(SePh)],NONE,0,0,0
10.1039/c2dt12031c,dimethulformamide,NONE,[Acenap(BrTePh) 2 O],NONE,0,0,0
10.1039/c8cc09415b,hexane/dcm,NONE,2-Azido-N-(6-azidohexyl)-N-(3-(2-(hydroxyimino)acetyl)phenyl)acetamide,NONE,0,0,0
10.1039/c0cc01282c,chloroform,NONE,"2,3,8,9-bisdioxolyldibenzo[c,g]-1,2,5,6-tetrathiocine",NONE,0,0,0
